fact_id,source_id,fact_type,page,page_method,line_start,line_end,chapter,section,heading,drug_heading,disease_heading,disease_page,drug_mentions,text
SFDUT2-TX-0277,SRC-0090,vaccination_or_immunization,290,TOC_INTERPOLATED,1550,1550,第九章,第二节 母猪繁殖障碍性疾病,3. 综合防控,,母猪繁殖障碍性疾病,DIS-024-classical-swine-fever-pestiviruses.md,,（1）切实做好必须免疫疫苗的接种 对于预防繁殖障碍性疫病免疫效果好、没有争议的疫苗，尤其是猪瘟、猪伪狂犬病病毒、细小病毒、乙脑疫苗，一定要按合理的、规范化的免疫程序，使用质量过关的疫苗，把接种做扎实。而且要注意细节及操作规程。对于后备母猪一定要在配种前做好这四种疫苗的注射。此外不要在妊娠期接种猪瘟疫苗，失真空或接近失效期的疫苗不能用。乙脑要选弱毒苗，用专用稀释液稀释，而不要使用灭活苗，两胎以上可不接种。细小病毒尽可能使用灭活苗。这两种苗首免要在150日龄以上，间隔 $2\sim 3$ 周，加强免疫一次效果更佳。商品猪场伪狂犬病可使用全病毒灭活苗，种猪场可选用基因缺失弱毒苗。
SFDUT2-TX-0278,SRC-0090,treatment_or_prevention,290,TOC_INTERPOLATED,1551,1551,第九章,第二节 母猪繁殖障碍性疾病,3. 综合防控,,母猪繁殖障碍性疾病,,,（2）早期正确诊断是关键 在疫病多发而复杂的情况下，正确诊断是预防和控制繁殖障碍病的关键。当前母猪繁殖障碍性疾病流行和发病特点是多因素的，传染性和非传染性的交织在一起，病毒与病毒、病毒与细菌、细菌与细菌、细菌或病毒与寄生虫等混合感染和继发感染十分严重，多病原混合感染和继发感染普遍存在，很难找到单一病原，因此，应通过流行病学特点、临床症状、剖检变化等综合分析，做出初步诊断，结合实验室检测结果最后确诊。对于没有治疗价值的病残猪，应及时淘汰。
SFDUT2-TX-0279,SRC-0090,vaccination_or_immunization,290,TOC_INTERPOLATED,1552,1552,第九章,第二节 母猪繁殖障碍性疾病,3. 综合防控,,母猪繁殖障碍性疾病,DIS-024-classical-swine-fever-pestiviruses.md,,（3）搞好种群净化 要搞好疫病监测，坚决淘汰阳性种猪，最好每半年对种公、母猪病毒性繁殖障碍性疫病的免疫抗体水平进行一次检测，淘汰和消除亚临床感染或隐性感染猪。对于猪瘟和伪狂犬病，有条件的可采取活体猪扁桃体荧光抗体试验，检查出阳性（带毒）猪，一律立即淘汰，每6个月进行一次，大约 $3\sim 4$ 次净化后，猪瘟、伪狂犬病可得到完全控制。伪狂犬病还可通过种猪接种基因缺失弱毒苗后，配合使用鉴别诊断ELISA试剂盒，定期对种猪群进行监测，野病毒感染阳性者做淘汰处理。
SFDUT2-TX-0280,SRC-0090,treatment_or_prevention,292,TOC_INTERPOLATED,1574,1574,第九章,第三节 母猪产后泌尿生殖系统疾病,1. 临床症状,,母猪产后泌尿生殖系统疾病,,,（3）子宫内膜炎（中兽医称恶露不尽）病因是母猪难产、产道损伤、助产时消毒不严、分娩时间过长、死胎及胎衣碎片滞留、胎衣不下等引起感染。致病菌包括大肠杆菌、链球菌、葡萄球菌、变形杆菌、克雷伯杆菌等。表现为阴门红肿，不断从阴道排出黏性或脓性的红褐色、腥臭、污浊液体，先稀薄而后稠厚；常见母猪努责做排尿姿势，不愿哺乳仔猪。若及时治疗，1周内可治愈；若拖延可转为慢性，导致发情失常、屡配不孕。值得一提的是，产后最初 $1\sim 3$ 天常见阴道分泌水样的清亮至发白液体，即恶露，是正常情况，通常与子宫内膜炎无关。
SFDUT2-TX-0281,SRC-0090,treatment_or_prevention,292,TOC_INTERPOLATED,1576,1576,第九章,第三节 母猪产后泌尿生殖系统疾病,1. 临床症状,,母猪产后泌尿生殖系统疾病,,,（4）产褥热（产后败血症）母猪患上述疾病时，由于治疗不及时，致病菌及其毒素进入血液，为严重的全身性疾病。特点是高热稽留（ $41\sim 41.5^{\circ}C$ ）、委靡、战栗、食欲废绝、泌乳量骤减或无乳、磨牙、耳尖及肢端厥冷、呼吸急促，多数从阴门排出恶臭、红褐色污物，有的关节热痛，难于行走，极度衰竭或昏迷状。
SFDUT2-TX-0282,SRC-0090,dose_route_course,293,TOC_INTERPOLATED,1582,1582,第九章,第三节 母猪产后泌尿生殖系统疾病,2. 常规治疗方法,,母猪产后泌尿生殖系统疾病,,青霉素; 链霉素; 庆大霉素; 土霉素; 氧氟沙星; 恩诺沙星,的氨基糖苷类抗生素，采用联合用药方式（如青霉素G+链霉素或青霉素G+庆大霉素）或使用广谱抗菌药物，如得米先（长效土霉素）或氟喹诺酮类。每头每次肌注用量：青霉素G400万单位，链霉素150万～200万单位， $4\%$ 庆大霉素 $10\sim 20$ 毫升，得米先 $10\sim$ 20毫升， $2.5\%$ 氧氟沙星或 $0.5\%$ 恩诺沙星20毫升，以上药物每天两次， $3\sim 5$ 天为一疗程。
SFDUT2-TX-0283,SRC-0090,treatment_or_prevention,293,TOC_INTERPOLATED,1584,1584,第九章,第三节 母猪产后泌尿生殖系统疾病,2. 常规治疗方法,,母猪产后泌尿生殖系统疾病,,,（2）非甾体类（非类固醇）抗炎药（NSAID）疗法用于PPDS的预防和辅助治疗。海正“氟欣安”或先灵葆雅“福乃达”（ $5\%$ 氟尼辛葡甲胺注射液）是动物专用的解热、镇痛、抗炎、抗应激和抗内毒素药物，可缓解和消除各种原因引起的发炎和发热症状，同抗生素配合使用，对于控制细菌性感染有很好的辅助治疗作用，肌注用量是每50千克体重2毫升，对重症病例有时需要在第2天再次使用。另外产后立即注射氟欣安或福乃达 $6\sim 8$ 毫升，可降低PPDS的发病率，其机制是能抑制 $\mathbf{G}^{-}$ 菌菌体破碎而产生的内毒素血症和抵抗由于饲养管理不善及环境不良因素造成的应激。
SFDUT2-TX-0284,SRC-0090,compliance_or_safety,293,TOC_INTERPOLATED,1586,1586,第九章,第三节 母猪产后泌尿生殖系统疾病,2. 常规治疗方法,,母猪产后泌尿生殖系统疾病,,地塞米松,（3）糖皮质激素抗炎疗法 对严重的感染性疾病，在应用足量有效抗菌药物的前提下，也可配合使用地塞米松作辅助治疗，肌注一日量： $15\sim 20$ 毫克，利用其抗炎作用（缓解炎症局部的红肿、热、痛等症状）和抗毒素作用（能提高机体抗应激能力，对抗细菌内毒素对机体的损害，对感染毒血症的高热猪有退热作用），迅速缓解病情，度过危险期。此外，地塞米松对治疗乳房水肿也有效（孕猪禁用）。使用地塞米松时要注意，尽量应用较小剂量，病情控制后应减量或停药，用药时间不宜过长，大剂量连续用药超过1周时，应逐渐减量，缓慢停药，切不可突然停药，以免复发或出现肾上腺皮质机能不足。
SFDUT2-TX-0285,SRC-0090,dose_route_course,293,TOC_INTERPOLATED,1594,1594,第九章,第三节 母猪产后泌尿生殖系统疾病,（1）乳腺炎的治疗,,母猪产后泌尿生殖系统疾病,,青霉素; 链霉素,② 肌注抗菌药物：a. 青霉素 G 400 万单位十链霉素 150 万～
SFDUT2-TX-0286,SRC-0090,dose_route_course,294,TOC_INTERPOLATED,1596,1596,第九章,第三节 母猪产后泌尿生殖系统疾病,（1）乳腺炎的治疗,,母猪产后泌尿生殖系统疾病,,氨苄西林; 阿莫西林; 克拉维酸; 环丙沙星; 地塞米松,200万单位十地塞米松10毫克十催产素20单位，2次/天，连用 $3\sim$ 5天；b.环丙沙星10毫克/千克，1次/天，连用 $3\sim 5$ 天；c.氨苄西林20毫克/千克，2次/天，连用 $3\sim 5$ 天；d.注射用阿莫西林·克拉维酸钾7毫克/千克（以阿莫西林计），2次/天，连用 $3\sim 5$ 天。
SFDUT2-TX-0287,SRC-0090,dose_route_course,294,TOC_INTERPOLATED,1598,1598,第九章,第三节 母猪产后泌尿生殖系统疾病,（1）乳腺炎的治疗,,母猪产后泌尿生殖系统疾病,,青霉素,③ 乳房基底部普鲁卡因封闭疗法：青霉素G320万单位， $0.5\%$ 盐酸普鲁卡因40毫升，乳房基底部封闭注射，即在乳房实质与腹壁之间的空隙，用封闭针头平行刺入 $4 \sim 8$ 厘米后注入，或分 $6 \sim 8$ 个点注入乳房基底部周围，1次/天，连用 $3 \sim 5$ 天。
SFDUT2-TX-0288,SRC-0090,dose_route_course,294,TOC_INTERPOLATED,1600,1600,第九章,第三节 母猪产后泌尿生殖系统疾病,（1）乳腺炎的治疗,,母猪产后泌尿生殖系统疾病,,氧氟沙星; 地塞米松; 葡萄糖; 氯化钠,④ 对症疗法：病情严重有全身症状的，除用抗生素配合地塞米松的病因治疗外，还要强心补液，解除酸中毒、退烧等对症治疗。笔者试用下面验方效果较好： $2.5\%$ 氧氟沙星20毫升，地塞米松25毫克， $5\%$ 葡萄糖氯化钠注射液500毫升，混合静脉滴注，同时，每6小时外阴内侧注射催产素10单位，连用4次，可促使乳中病菌及毒素排出，提高疗效。并经常引导仔猪去拱母猪乳房并吸吮乳头。
SFDUT2-TX-0289,SRC-0090,treatment_or_prevention,294,TOC_INTERPOLATED,1602,1602,第九章,第三节 母猪产后泌尿生殖系统疾病,（1）乳腺炎的治疗,,母猪产后泌尿生殖系统疾病,,,（2）膀胱炎-肾盂肾炎综合征的治疗
SFDUT2-TX-0290,SRC-0090,candidate_fact,294,TOC_INTERPOLATED,1605,1605,第九章,第三节 母猪产后泌尿生殖系统疾病,（1）乳腺炎的治疗,,母猪产后泌尿生殖系统疾病,,青霉素; 庆大霉素; 四环素; 氟苯尼考,② 庆大霉素、青霉素G、头孢菌素类、大环内酯类、四环素类抗生素或氟苯尼考，连续肌注5天，有较好疗效。
SFDUT2-TX-0291,SRC-0090,dose_route_course,295,TOC_INTERPOLATED,1609,1609,第九章,第三节 母猪产后泌尿生殖系统疾病,（1）乳腺炎的治疗,,母猪产后泌尿生殖系统疾病,,青霉素; 阿莫西林; 链霉素,② $5\%$ 碘酊 $5 \sim 10$ 毫升溶于 500 毫升生理盐水后灌入子宫冲洗（不要用高锰酸钾），冲洗后及时注射催产素 $20 \sim 30$ 单位，促进子宫炎性分泌物排出，最后用 $20 \sim 40$ 毫升注射用水稀释青霉素 G、链霉素各 200 万单位或强效阿莫西林 2 克，灌入子宫。
SFDUT2-TX-0292,SRC-0090,treatment_or_prevention,295,TOC_INTERPOLATED,1610,1610,第九章,第三节 母猪产后泌尿生殖系统疾病,（1）乳腺炎的治疗,,母猪产后泌尿生殖系统疾病,,碳酸氢钠; 维生素; 安钠咖,（4）产后败血症的治疗 全身应用大剂量的抗菌药物，补液时加入 $5\%$ 碳酸氢钠注射液或维生素C注射液，防止酸中毒。还可应用安钠咖、樟脑磺酸钠等强心剂及子宫收缩剂；加用钙剂可改善全身状况，增强心脏活动。
SFDUT2-TX-0293,SRC-0090,candidate_fact,295,TOC_INTERPOLATED,1614,1614,第九章,第三节 母猪产后泌尿生殖系统疾病,4. 预防措施,,母猪产后泌尿生殖系统疾病,,,要深入贯彻“养重于防、防重于治”的理念，要勤观察猪群健康状态并测体温，查寻病因以克服和纠正各种致病因素，并采取如下措施。
SFDUT2-TX-0294,SRC-0090,dose_route_course,295,TOC_INTERPOLATED,1618,1618,第九章,第三节 母猪产后泌尿生殖系统疾病,（1）药物预防,,母猪产后泌尿生殖系统疾病,,青霉素; 头孢噻呋; 链霉素; 土霉素,① 产后立即或最迟8小时内，对母猪全身使用抗生素，如肌注青霉素G400万单位+链霉素200万单位，2次/天，连用2天；或一次肌注“易速达”（头孢噻呋）10毫升；或“得米先”（长效土霉素）15毫升，这是目前产房常用的措施。
SFDUT2-TX-0295,SRC-0090,candidate_fact,295,TOC_INTERPOLATED,1619,1619,第九章,第三节 母猪产后泌尿生殖系统疾病,（1）药物预防,,母猪产后泌尿生殖系统疾病,,金霉素; 泰乐菌素; 泰妙菌素,② 产前5天至产后7天，每吨饲料中添加如下抗菌药物：辉瑞“利高霉素-44”1.5千克，或“金西林”1.25千克，或腾骏“加康”400克，或酒石酸乙酰异戊酰泰乐菌素预混剂（腾骏“骏安”、荷本“万乐福欣”、伊科拜克“爱乐新”） $50\sim 70$ 克（效价），或诺华“枝原净”（ $80\%$ 泰妙菌素）125克 $+15\%$ 金霉素2000克，或泰乐菌素110克。
SFDUT2-TX-0296,SRC-0090,treatment_or_prevention,295,TOC_INTERPOLATED,1622,1622,第九章,第三节 母猪产后泌尿生殖系统疾病,（1）药物预防,,母猪产后泌尿生殖系统疾病,,,② 为预防母猪因便秘和乳房水肿引起PPDS，提高母猪泌乳量，可添加腾骏“通用型乳乐健”，每吨饲料添加1千克。对乳房水肿，禁止穿刺，可加强运动，进行热敷或喂服“通用型乳乐健”，每天每头母猪添加100克，上午、下午各添加50克，拌料饲喂，充分混匀，连用7天。
SFDUT2-TX-0297,SRC-0090,treatment_or_prevention,295,TOC_INTERPOLATED,1623,1623,第九章,第三节 母猪产后泌尿生殖系统疾病,（1）药物预防,,母猪产后泌尿生殖系统疾病,,,③ 分娩前1天，至分娩后 $2\sim 3$ 天，每天早晚两次测母猪直肠温度，及早观察发现病猪。如果分娩24小时后，体温仍高于 $40^{\circ}C$ ，应进行预防性治疗。
SFDUT2-TX-0298,SRC-0090,vaccination_or_immunization,296,TOC_INTERPOLATED,1631,1631,第十一章,第一节 猪霉菌毒素中毒综合征,第一节 猪霉菌毒素中毒综合征,,猪霉菌毒素中毒综合征,,,霉菌毒素是谷物或饲料中某些霉菌生长产生的有毒次级代谢产物，普遍存在于饲料原料中，毒素在谷物田间生长、收获、饲料加工、仓储及运输过程皆可产生。猪采食带有霉菌毒素的饲料后，会引起急性死亡、种猪繁殖障碍、免疫功能降低、饲料利用率降低、抗病力下降和生产性能下降等，给养猪生产造成严重的经济损失。
SFDUT2-TX-0299,SRC-0090,vaccination_or_immunization,297,TOC_INTERPOLATED,1637,1637,第十一章,第一节 猪霉菌毒素中毒综合征,第一节 猪霉菌毒素中毒综合征,,猪霉菌毒素中毒综合征,,,免疫系统乃霉菌毒素攻击的主要目标，猪霉菌毒素中毒综合征还是一种严重的免疫抑制性疾病，有学者称它为“底色病”，在众多传染病流行中充当了“底色病”（或基础病）的角色，是我国猪群健康的第一杀手，应引起特别关注。
SFDUT2-TX-0300,SRC-0090,vaccination_or_immunization,297,TOC_INTERPOLATED,1647,1647,第十一章,第一节 猪霉菌毒素中毒综合征,2. 霉菌毒素对猪的危害,,猪霉菌毒素中毒综合征,,,霉菌毒素中毒不仅直接导致生产性能与产出水平低下，而且中毒后形成的免疫抑制导致更易发生多种传染病。霉菌毒素能抑制动物消化酶的活性，干扰机体对营养物质的吸收，并降低饲料转化率，使猪场生产成本升高。霉菌毒素能导致免疫抑制，引起猪群免疫失败，注射疫苗后抗体水平仍然很低，诱发多种疾病的发生，导致疫病传播。目前猪场疾病复杂、猪群发病严重与霉菌毒素的危害有很大关系。猪霉菌毒素中毒临床症状随饲料中毒素的种类、剂量、饲喂时间、毒素间相互影响以及猪的品种、年龄、体质、饲料营养水平而不同。玉米赤霉烯酮和T-2毒素等霉菌毒素能导致母猪胚胎死亡，降低母猪分娩率。另外，最近多个国外研究机构已经证明，霉菌毒素是引起猪群发生皮炎及肾病综合征（PDNS）的主要病因之一。仔猪早期料中黄曲霉毒素和烟曲霉毒素的超标是引起一些猪场断奶仔猪死亡率上升的重要原因，但大部分猪场对此还未引起足够重视。一旦发病往往把注意力集中在疫苗免疫和抗菌药物保健上，应引起注意。现将几种主要霉菌毒素中毒症状介绍如下。
SFDUT2-TX-0301,SRC-0090,vaccination_or_immunization,297,TOC_INTERPOLATED,1649,1649,第十一章,第一节 猪霉菌毒素中毒综合征,2. 霉菌毒素对猪的危害,,猪霉菌毒素中毒综合征,,,（1）黄曲霉毒素 仔猪、架子猪、母猪易感，一般是群发疾病。主要对肝、肾、神经系统有毒害作用，还是一种免疫抑制剂，引起肝脏、胃肠和免疫系统出现病变。肝脏肿大、硬化，乃至坏死，胆管增生，胆囊萎缩，致使肝功能下降，胆汁分泌减少，导致饲料中蛋白质和脂肪利用率下降，猪群发育不良，生长缓慢，尿液颜色加深，并出现免疫抑制。急性、亚急性中毒的症状是精神沉郁和厌食，进一步发展可引起全身黄疸、贫血和出血性腹泻，妊娠母猪流产、产死仔甚至死亡等，因奶中残留毒素可持续 $5 \sim 25$ 天，其
SFDUT2-TX-0302,SRC-0090,vaccination_or_immunization,298,TOC_INTERPOLATED,1655,1655,第十一章,第一节 猪霉菌毒素中毒综合征,2. 霉菌毒素对猪的危害,,猪霉菌毒素中毒综合征,,,（4）单端孢霉烯（T-2毒素）玉米和小麦中常见，架子猪、肥猪、母猪易感。患猪出现采食量减少或呕吐拒食，出现类似消化不良症状的腹泻。T-2毒素可直接刺激皮肤和黏膜，引起口腔和胃溃疡、胃肠炎、皮肤红肿、瘙痒、对称性皮炎；还是免疫抑制剂，淋巴细胞、白细胞减少并能影响T淋巴细胞和B淋巴细胞的功能，降低机体的免疫应答能力。
SFDUT2-TX-0303,SRC-0090,vaccination_or_immunization,298,TOC_INTERPOLATED,1656,1656,第十一章,第一节 猪霉菌毒素中毒综合征,2. 霉菌毒素对猪的危害,,猪霉菌毒素中毒综合征,,,（5）呕吐毒素（DON）生长育肥猪易感。中毒症状为厌食、呕吐、脱毛和组织出血。呕吐毒素一般与玉米赤霉烯酮（F-2毒素）同时存在，是一类强有力的免疫抑制剂，造成动物免疫力低下，易发生其他疾病。
SFDUT2-TX-0304,SRC-0090,vaccination_or_immunization,298,TOC_INTERPOLATED,1657,1657,第十一章,第一节 猪霉菌毒素中毒综合征,2. 霉菌毒素对猪的危害,,猪霉菌毒素中毒综合征,,,（6）赭曲霉毒素（OT）是一种霉菌肾毒素，各种猪群均易感。可引起烦渴、尿频，还可引起腹泻、厌食和脱水，生长迟缓，饲料利用率低，免疫抑制等，还有生殖毒性与发育毒性，引起死胎、畸形，影响早期发育的精子。重者出现胃溃疡或血尿，肾脏早期病变为肾变性肿大、苍白、花斑肾、质硬（橡皮肾）。
SFDUT2-TX-0305,SRC-0090,treatment_or_prevention,298,TOC_INTERPOLATED,1664,1664,第十一章,第一节 猪霉菌毒素中毒综合征,3. 霉菌毒素的危害常被猪场管理者忽略,,猪霉菌毒素中毒综合征,,,在猪场管理过程中，霉菌毒素的危害常被忽略。在很多时候，当猪群发病后，患病猪经多种药物治疗效果不佳，死亡率上升。几经周折最后终于明白是霉菌毒素惹的祸。
SFDUT2-TX-0306,SRC-0090,vaccination_or_immunization,299,TOC_INTERPOLATED,1666,1666,第十一章,第一节 猪霉菌毒素中毒综合征,3. 霉菌毒素的危害常被猪场管理者忽略,,猪霉菌毒素中毒综合征,,,饲料中各种霉菌毒素之间有协同作用，几种霉菌毒素协同作用比任何一种霉菌毒素单独作用对动物健康和生产性能的危害都要大，而饲料原料和全价料中经常同时存在几种霉菌毒素，使猪群中毒时临床症状更为复杂。由于大部分霉菌毒素都呈慢性中毒的症状，所以有时很少能见到每种毒素的特征性临床症状，如玉米赤霉烯酮的外阴红肿、烟曲霉毒素的呼吸急促等。但各种霉菌毒素都会损害机体肝、肾的功能，从而抑制免疫系统发挥正常的作用，造成免疫失败和抵抗力下降。特别是当有细菌性因素和病毒性因素同时存在的情况下尤为突出，因而在临床症状上，多种霉菌毒素和细菌、病毒混合感染引起的猪群中毒的诊断变得更为困难。另外，长期慢性中毒，引发消化道大出血为特点的猝死型肠道传染病及其他疾病易被误诊为附红细胞体病、血痢或结肠炎等。
SFDUT2-TX-0307,SRC-0090,vaccination_or_immunization,299,TOC_INTERPOLATED,1677,1677,第十一章,第一节 猪霉菌毒素中毒综合征,5. 不同阶段猪群的临床症状,,猪霉菌毒素中毒综合征,,,（2）生长育成猪 病程较长，一般体温正常，初期食欲减退，后期食欲废绝，呕吐、下痢或便秘，粪便中夹有黏液和血液；消瘦、被毛粗乱。猪的面部、耳、四肢内侧和腹部皮肤出现红斑或黄疸，贫血，饲料转化率下降，生长发育迟缓。由于霉菌毒素能对猪的免疫系统造成损害，使猪群出现免疫抑制而易受病原体的危害，发病率和死亡率均上升。
SFDUT2-TX-0308,SRC-0090,treatment_or_prevention,300,TOC_INTERPOLATED,1688,1688,第十一章,第一节 猪霉菌毒素中毒综合征,(3）母猪,,猪霉菌毒素中毒综合征,,,当公、母猪和商品猪霉菌毒素中毒时，各种药物治疗无效，患猪不采食配合饲料，只吃青绿饲料，但仍需实验室对饲料原料进行检测才能确诊。
SFDUT2-TX-0309,SRC-0090,treatment_or_prevention,300,TOC_INTERPOLATED,1692,1692,第十一章,第一节 猪霉菌毒素中毒综合征,6. 预防猪霉菌毒素中毒的措施,,猪霉菌毒素中毒综合征,,,猪霉菌毒素中毒诊断有时比较困难，中毒后的治疗效果不理想，猪场应提前采取有效措施加以预防。
SFDUT2-TX-0310,SRC-0090,treatment_or_prevention,301,TOC_INTERPOLATED,1694,1694,第十一章,第一节 猪霉菌毒素中毒综合征,6. 预防猪霉菌毒素中毒的措施,,猪霉菌毒素中毒综合征,,,（1）预防：碎粒或有虫蚀的玉米中毒素含量最多，可对玉米进行过筛，将碎粒、有虫蚀粒的玉米去掉。
SFDUT2-TX-0311,SRC-0090,vaccination_or_immunization,301,TOC_INTERPOLATED,1702,1702,第十一章,第一节 猪霉菌毒素中毒综合征,6. 预防猪霉菌毒素中毒的措施,,猪霉菌毒素中毒综合征,,维生素,（5）饲料中应添加霉菌毒素吸附剂。目前饲料中的玉米一般都在收获前已田间感染霉菌，建议公、母猪饲料中全年应加入霉菌毒素处理剂，在每年的2月至9月份，除乳猪以外的全部猪群饲料都应添加霉菌毒素处理剂或吸附剂。蒙脱石、沸石等普通的硅铝酸盐类吸附剂，呈单极性带负电荷，只能吸附带强阳性电荷的黄曲霉毒素，而且会吸附饲料中水溶性的营养物质，对玉米赤霉烯酮、T-2毒素、呕吐毒素都没有吸附效能。甘露寡糖类的产品虽能吸附黄曲霉毒素和玉米赤霉烯酮等毒素，但吸附能力有限。猪场应选择由伊利石、绿泥石等双极性改性水合硅铝酸盐、中药提取物等成分组成的霉菌毒素处理剂，不但能吸附黄曲霉毒素、呕吐毒素、玉米赤霉烯酮、T-2毒素等多种毒素，还具增强免疫力、护肝强肾等作用，而且不会吸附饲料中氨基酸、维生素、微量元素等营养成分，如广东腾骏动物药业有限公司与美国专家合作开发的“霉消安-1”，也可选用奥特奇“霉可吸”或辉瑞“霉卫宝”、加拿大“畜安生”、日本“耐尔菲”等知名品牌的产品。
SFDUT2-TX-0312,SRC-0090,treatment_or_prevention,301,TOC_INTERPOLATED,1704,1704,第十一章,第一节 猪霉菌毒素中毒综合征,6. 预防猪霉菌毒素中毒的措施,,猪霉菌毒素中毒综合征,,,（6）一些猪场虽然已经在使用霉菌毒素吸附剂或分解剂，但为了降低成本往往使用最低的预防剂量，当霉菌毒素超标严重时就无法全部吸附或分解，因此还会出现霉菌毒素中毒现象。另外霉菌毒素的危害首先表现在对肝、肾功能的损害，而大部分霉菌毒素吸附剂或分解剂都没有保护肝脏的解毒功能，所以不能促进病猪的康复。许多猪场都认为只要把好玉米进货关就可以有效地控制霉菌毒素对猪场的危害了，但检测结果显示在人们肉眼无法辨别的豆粕、膨化大豆粉、麸皮、米糠、鱼粉等原料中霉菌毒素的超标现象比玉米更加严重，因此在不能对每批原料进行霉菌毒素检测的情况下，在饲料中长期添加霉菌毒素处理剂是必要的。尤其是在母猪料和断
SFDUT2-TX-0313,SRC-0090,candidate_fact,301,TOC_INTERPOLATED,1710,1710,第十一章,第一节 猪霉菌毒素中毒综合征,7. 猪霉菌毒素中毒后的控制,,猪霉菌毒素中毒综合征,,维生素,（1）猪霉菌毒素中毒目前没有特效药物，当发生霉菌毒素中毒或怀疑是霉菌毒素中毒时，必须立即停用所有怀疑含有霉菌毒素的饲料原料，特别是玉米，更换饲料并在全群猪饲料中添加霉菌毒素处理剂和多种维生素，保证猪群充足的饮水供应。
SFDUT2-TX-0314,SRC-0090,candidate_fact,301,TOC_INTERPOLATED,1711,1711,第十一章,第一节 猪霉菌毒素中毒综合征,7. 猪霉菌毒素中毒后的控制,,猪霉菌毒素中毒综合征,,葡萄糖; 维生素; 安钠咖,（2）急性中毒引起的重症病例目前尚无效果较好的疗法，可根据临床症状，以解毒保肝、清除毒素、强心利尿、补液解毒为原则，可先内服或灌服人工盐，尽快排出胃肠道内的毒素；静脉注射 $10\%$ 葡萄糖 $300\sim 500$ 毫升， $5\%$ 维生素D $5\sim 15$ 毫升，保肝；同时皮下注射 $20\%$ 安钠咖 $5\sim 10$ 毫升（中大猪），以强心排毒、增强动物抗病力，促进毒素排除；多喂青绿饲料，提高饲料中复合维生素、硒、叶酸的添加量。
SFDUT2-TX-0315,SRC-0090,treatment_or_prevention,302,TOC_INTERPOLATED,1719,1719,第十一章,第二节 猪呼吸道病综合征,1. 流行概况,,猪呼吸道病综合征,SYN-005-respiratory-distress-coughing.md,,PRDC 几乎在所有的猪场都有发生，它除了有很高的死淘率，增加治疗成本造成直接经济损失外，更为严重的是生长受阻，明显的增重缓慢，群体整齐度下降，耗料增加，出栏期延长，并长期携带多种相关病原体，而且很难清除。因为病猪咳嗽和喷嚏，使病原体随呼吸道分泌物排到周围环境，再经呼吸道感染其他健康猪。本病多暴发于 $6 \sim 10$ 周龄的保育猪和 $13 \sim 20$ 周龄的生长育成猪，尤其是在冬春寒冷季节保育猪更易多发。发病率一般为 $25\% \sim 50\%$ ，死淘率一般为 $15\% \sim 30\%$ 。猪龄越小，死淘率越高，造成重大经济损失。
SFDUT2-TX-0316,SRC-0090,vaccination_or_immunization,303,TOC_INTERPOLATED,1731,1731,第十一章,第二节 猪呼吸道病综合征,2. 主要病因,,猪呼吸道病综合征,SYN-005-respiratory-distress-coughing.md,,传染性病原又可分为两大类，一类是原发性感染病原，又叫钥匙病原，可以单独引起猪发病。主要有：PRRSV、PCV-2、MH、PRV、SIV、BB等。PRRSV是导致发生PRDC的关键病原体，处于塔尖的第一位置。它除破坏呼吸系统之外，还破坏免疫系统，尤其对肺泡巨噬细胞和淋巴细胞造成损伤，可使猪发生严重的免疫抑制，使其他病原体的易感性增高。另一类是继发性感染病原，是在原发性感染病原作用的前提下感染猪只，引起疾病进行性发展，使PRDC的病情加重。主要有HP、APP、SS、PM、SC等。
SFDUT2-TX-0317,SRC-0090,vaccination_or_immunization,303,TOC_INTERPOLATED,1733,1733,第十一章,第二节 猪呼吸道病综合征,2. 主要病因,,猪呼吸道病综合征,SYN-005-respiratory-distress-coughing.md,,原发性感染病原体首先侵入呼吸道，可直接破坏呼吸道防御系统，造成呼吸道抵抗力下降。特别值得提示的是，猪肺炎支原体（感染后俗称猪气喘病或猪喘气病）既可破坏呼吸道纤毛系统，使纤毛萎缩或脱落，甚至破坏呼吸道黏膜层，从而失去清除气源性病原体、有害微粒等异物的作用，又可破坏肺巨噬细胞和淋巴细胞，降低吞噬杀菌作用，引起免疫抑制，使蓝耳病、2型圆环病毒等病毒及HP、PM、APP等细菌的感染加剧。不是PRRSV诱发气喘病，而是气喘病诱发PRRS。蓝耳病和气喘病具有协同作用，共同感染是PRDC发生的重要原因。有资料表明，肺炎支原体在PRDC中充当第一感染者，它打开了病原侵入的门户，并且加重了PRRSV、PCV-2等对机体的损害，延长了病毒持续感染的时间和病程，是引起PRDC的“始动因子”；继之猪体内本身携带的内源性继发病原体及存在于猪舍空气和环境中的外源性继发病原体即可长驱直入，进入呼吸道和肺脏，引起继发性混合感染，猪群即可暴发PRDC。单纯的气喘病，只是造成轻度肺炎，肺呈肉样变，无痰干
SFDUT2-TX-0318,SRC-0090,vaccination_or_immunization,304,TOC_INTERPOLATED,1740,1740,第十一章,第二节 猪呼吸道病综合征,(2）非传染性病因,,猪呼吸道病综合征,SYN-005-respiratory-distress-coughing.md,,② 管理因素 生物安全措施不到位，消毒、隔离不严格；没用采用“全进全出”的饲养模式；饲养管理不规范；将不同日龄、不同来源、不同免疫水平的猪混群饲养；蚊蝇遍地、鼠害严重；饮水不足等。
